,index,Tahun,Comments,preprocessed,tokenize_text,label,score
2173,670,2024,". Sore hari diterpa angin,
Menikmati indahnya senja.
Untuk kamu yang ulang tahun,
Bertambah umur dan bahagia.semakin sukses buat konten nya",sore terpa angin nikmat indah senja ulang tambah umur bahagiasemakin sukses konten nya,"['sore', 'terpa', 'angin', 'nikmat', 'indah', 'senja', 'ulang', 'tambah', 'umur', 'bahagiasemakin', 'sukses', 'konten', 'nya']",positif,8
2174,671,2024,"HAPPY BIRTHDAY KOH RICHIE, SEMOGA SEHAT SELALU REZEKI NYA BANYAK. AND SEMOGA BERTAMBAH PACAR 1 SEHAT SEHAT STAR BOIII ROYALğ??¥ğ?¥³ğ???",happy birthday koh richie moga sehat rezeki nya and moga tambah pacar sehat sehat star boi royal api wajah pesta party popper,"['happy', 'birthday', 'koh', 'richie', 'moga', 'sehat', 'rezeki', 'nya', 'and', 'moga', 'tambah', 'pacar', 'sehat', 'sehat', 'star', 'boi', 'royal', 'api', 'wajah', 'pesta', 'party', 'popper']",positif,31
2175,678,2024,"Happy birthday richie star boii,semoga sehat selalu dan bs flipping lbh dari seratus pacar ğ??ğ??ğ??ğ??",happy birthday richie star boi moga sehat flipping ratus pacar wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia,"['happy', 'birthday', 'richie', 'star', 'boi', 'moga', 'sehat', 'flipping', 'ratus', 'pacar', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,24
2176,679,2024,Happy birthday bang   ğ?¥³ğ???tambahin lagi pacar nya bang biar makin star boii ğ???,happy birthday bang wajah pesta party popper tambah pacar nya bang biar star boi angkat tangan,"['happy', 'birthday', 'bang', 'wajah', 'pesta', 'party', 'popper', 'tambah', 'pacar', 'nya', 'bang', 'biar', 'star', 'boi', 'angkat', 'tangan']",positif,19
2177,680,2024,"Lah sama gua juga ultah dan enive ama pacar gua,,ğ???ğ???",gua ultah enive pacar gua party popper party popper,"['gua', 'ultah', 'enive', 'pacar', 'gua', 'party', 'popper', 'party', 'popper']",negatif,-1
2178,681,2024,"Selamat ulang tahun ya bg  , semoga berkah umur dan makin suksess, biar makin sering bagiÂ² give ke followers nya dan semoga salah 1 hape yang abang bagi  itu jadi rezeki saya ya bg  , karna kebetulan hape saya uda mulai hengÂ² gitu bg... sebelum nya aku uda follow paket komplit loh semua akun abang.. bismillah rezeki aku ya bg kali ini...",selamat ulang ya bang moga berkah umur sukses biar bagi give followers nya moga salah hape abang rezeki ya bang hape heng bang nya follow paket komplit loh akun abang bismillah rezeki ya bang kali,"['selamat', 'ulang', 'ya', 'bang', 'moga', 'berkah', 'umur', 'sukses', 'biar', 'bagi', 'give', 'followers', 'nya', 'moga', 'salah', 'hape', 'abang', 'rezeki', 'ya', 'bang', 'hape', 'heng', 'bang', 'nya', 'follow', 'paket', 'komplit', 'loh', 'akun', 'abang', 'bismillah', 'rezeki', 'ya', 'bang', 'kali']",positif,24
2179,682,2024,Happy birthday Richie star,happy birthday richie star,"['happy', 'birthday', 'richie', 'star']",positif,9
2180,683,2024,Wes follow wes like koh ...smoga divideo call beneran ga mimpi..rep tak sebarluaskan sejogja je ben viral....ğ??? ,wes follow wes like koh moga video cal benar mimpi rep sebarluaskan sejogja je ben viral wajah gembira urai air mata,"['wes', 'follow', 'wes', 'like', 'koh', 'moga', 'video', 'cal', 'benar', 'mimpi', 'rep', 'sebarluaskan', 'sejogja', 'je', 'ben', 'viral', 'wajah', 'gembira', 'urai', 'air', 'mata']",netral,0
2181,684,2024,  rambut paling terkeren di dunia yaitu ka Ricci ğ??ğ??¥,rambut keren dunia kak ricci wajah senyum lebar mata hati api,"['rambut', 'keren', 'dunia', 'kak', 'ricci', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'api']",netral,0
2182,685,2024,SUT HABEDE ABANGKUEEEEğ???ğ?¤¯,sut habede abangkue party popper kepala ledak,"['sut', 'habede', 'abangkue', 'party', 'popper', 'kepala', 'ledak']",negatif,-4
2183,686,2024,Hbd bg,hbd bang,"['hbd', 'bang']",netral,0
2184,687,2024,"HAPPY BIRTHDAY BANG RICCHIE , REKOR STARBOY PALING BANYAK PACARğ??¥ ,  BANG GUE REQ PACAR LU TAHUN INI JENNIE BLACKPINK , LETSGO KE KOREA CARI JENNIE     ğ??¥",happy birthday bang ricchie rekor starboy pacar api bang gue req pacar lu jennie blackpink letsgo korea cari jennie api,"['happy', 'birthday', 'bang', 'ricchie', 'rekor', 'starboy', 'pacar', 'api', 'bang', 'gue', 'req', 'pacar', 'lu', 'jennie', 'blackpink', 'letsgo', 'korea', 'cari', 'jennie', 'api']",positif,8
2185,689,2024,Harta tahta koh   ğ??¥ğ??¥,harta tahta koh api api,"['harta', 'tahta', 'koh', 'api', 'api']",positif,4
2186,690,2024,  cocok bang kayak sasukeğ??¥,cocok bang kayak sasuke api,"['cocok', 'bang', 'kayak', 'sasuke', 'api']",netral,0
2187,691,2024,"Happy birthday Ka Richie star boii semoga ka rici sehat selalu, panyjang umur,dan semoga pacar ka rici nambah",happy birthday kak richie star boi moga kak rici sehat panyjang umur moga pacar kak rici tambah,"['happy', 'birthday', 'kak', 'richie', 'star', 'boi', 'moga', 'kak', 'rici', 'sehat', 'panyjang', 'umur', 'moga', 'pacar', 'kak', 'rici', 'tambah']",positif,18
2188,692,2024,Selamat ulang tahun ya kak richie dan selamat udah hidup di dunia selama 8402 hariğ???ğ???ğ???. Selalu jadi panutan. Menyala kak Richie ğ??¥ğ??¥ğ??¥,selamat ulang ya kak richie selamat hidup dunia party popper party popper party popper panutan nyala kak richie api api api,"['selamat', 'ulang', 'ya', 'kak', 'richie', 'selamat', 'hidup', 'dunia', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'panutan', 'nyala', 'kak', 'richie', 'api', 'api', 'api']",positif,13
2189,693,2024,Hoax g bakalan dapet percuma,hoax,['hoax'],negatif,-5
2190,694,2024,"Happy 23 years old anak muda terkaya sepanjang masağ??¸ğ??¸ğ??¸ always tercium aroma duit yg menyala nyala ko   ğ??¥. Banyak pacar banyak rezeki, pacar teman pun bisa dibiayai â¤ï¸â?ğ??¥â¤ï¸â?ğ??¥â¤ï¸â?ğ??¥ happy birthday ya ko RICHnick semakin rajin memberi hiburan & ilmu, semakin rich. Rich rich rich ğ???ğ??ğ???ğ???",happy years old anak muda kaya uang sayap uang sayap uang sayap always cium aroma duit nyala nyala api pacar rezeki pacar teman biaya hati berapiapi hati berapiapi hati berapiapi happy birthday ya richnick rajin hibur ilmu rich rich rich rich kue ulang tahun mangkuk kepul party popper bola konfeti,"['happy', 'years', 'old', 'anak', 'muda', 'kaya', 'uang', 'sayap', 'uang', 'sayap', 'uang', 'sayap', 'always', 'cium', 'aroma', 'duit', 'nyala', 'nyala', 'api', 'pacar', 'rezeki', 'pacar', 'teman', 'biaya', 'hati', 'berapiapi', 'hati', 'berapiapi', 'hati', 'berapiapi', 'happy', 'birthday', 'ya', 'richnick', 'rajin', 'hibur', 'ilmu', 'rich', 'rich', 'rich', 'rich', 'kue', 'ulang', 'tahun', 'mangkuk', 'kepul', 'party', 'popper', 'bola', 'konfeti']",positif,8
2191,695,2024,"Happy birthday Richie , ganti rambut warna merah dong biar tambah umur tambah menyalah ğ??¥ğ??¥ğ??",happy birthday richie ganti rambut warna merah biar umur salah api api tepuk tangan,"['happy', 'birthday', 'richie', 'ganti', 'rambut', 'warna', 'merah', 'biar', 'umur', 'salah', 'api', 'api', 'tepuk', 'tangan']",positif,13
2192,697,2024,"  selamat ulang tahun semoga panjang umur, sehat selalu, semoga jadi satu wanita dan bisa mendampingi uncle riccie, serius satu wanita aja, aku suka lihat sama bule Barbie couple banget, semoga rezeki anak Sholehku shakeel dapet hadiah dari uncle  ",selamat ulang moga umur sehat moga wanita damping uncle riccie serius wanita suka lihat bule barbie couple banget moga rezeki anak sholehku shakeel hadiah uncle,"['selamat', 'ulang', 'moga', 'umur', 'sehat', 'moga', 'wanita', 'damping', 'uncle', 'riccie', 'serius', 'wanita', 'suka', 'lihat', 'bule', 'barbie', 'couple', 'banget', 'moga', 'rezeki', 'anak', 'sholehku', 'shakeel', 'hadiah', 'uncle']",positif,20
2193,698,2024,Bodo amatğ???,bodo wajah gembira urai air mata,"['bodo', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-6
2194,699,2024,Hbd bg !! Semoga dari tambah umur  ini pacar abg  bertambah lgi 2 kali lipat bg dn semoga panjang umur bg sekali lagi hbd bg!!!ğ?¥³ğ?¥³ğ?¥³ğ?¥³,hbd bang moga umur pacar abang tambah kali lipat bang moga umur bang hbd bang wajah pesta wajah pesta wajah pesta wajah pesta,"['hbd', 'bang', 'moga', 'umur', 'pacar', 'abang', 'tambah', 'kali', 'lipat', 'bang', 'moga', 'umur', 'bang', 'hbd', 'bang', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,24
2195,700,2024,Hppybritdayy riccie semoga panjang umur rawrrğ??¥ğ??¥ lanjut nyari pacar lgi lah biar seruu,hppybritday riccie moga umur rawr api api cari pacar biar seru,"['hppybritday', 'riccie', 'moga', 'umur', 'rawr', 'api', 'api', 'cari', 'pacar', 'biar', 'seru']",positif,3
2196,701,2024,"Happy bsdayy kak   semoga makin sukses terus kedepannya,makin lancar jaya,ayee ayee ayee aye btw pujangga dikurangi donk cewenya,,binggung banyak bgt gimana atur waktunya utu hwkwkwkwğ???",happy bsday kak moga sukses depan lancar jaya aye aye aye aye btw pujangga rang cewenya binggung banget atur utu hwkwkwkw wajah gembira urai air mata,"['happy', 'bsday', 'kak', 'moga', 'sukses', 'depan', 'lancar', 'jaya', 'aye', 'aye', 'aye', 'aye', 'btw', 'pujangga', 'rang', 'cewenya', 'binggung', 'banget', 'atur', 'utu', 'hwkwkwkw', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,11
2197,702,2024,"Weleh, weleeeh, Happy level up Ko Richie ğ???ğ???ğ???ğ??? disegerakan aja itu upgrade kuota pacar. Sukses selalu yaaağ?¥³ğ?¥³ğ?¥³",weh weleeh happy level up richie party popper party popper party popper party popper segera upgrade kuota pacar sukses ya wajah pesta wajah pesta wajah pesta,"['weh', 'weleeh', 'happy', 'level', 'up', 'richie', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'party', 'popper', 'segera', 'upgrade', 'kuota', 'pacar', 'sukses', 'ya', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta']",positif,17
2198,703,2024,  happy birthday semoga panjang umur sehat selalu dan semoga dapat pacar yang ke 100 semoga rezekinya di lancarkan dan menjadi Star boy yang berkelazz...ğ?¥³ğ???,happy birthday moga umur sehat moga pacar moga rezeki lancar star boy berkelaz wajah pesta party popper,"['happy', 'birthday', 'moga', 'umur', 'sehat', 'moga', 'pacar', 'moga', 'rezeki', 'lancar', 'star', 'boy', 'berkelaz', 'wajah', 'pesta', 'party', 'popper']",positif,25
2199,704,2024,Hbd richie,hbd richie,"['hbd', 'richie']",netral,0
2200,705,2024,Barakallah fii umrik ka.. ğ?¥³ğ?¥³ğ?¥³ğ???ğ???ğ???,barakallah umrik kak wajah pesta wajah pesta wajah pesta party popper party popper party popper,"['barakallah', 'umrik', 'kak', 'wajah', 'pesta', 'wajah', 'pesta', 'wajah', 'pesta', 'party', 'popper', 'party', 'popper', 'party', 'popper']",positif,12
2201,706,2024,"Happy birthday koo,,, semoga gak hoaxx xixixi",happy birthday moga hoax xixixi,"['happy', 'birthday', 'moga', 'hoax', 'xixixi']",positif,5
2202,708,2024,"Hbd bro, sya minta BTC ajağ???ğ???ğ?¥³ğ???",hbd bro btc wajah gembira urai air mata wajah gembira urai air mata wajah pesta party popper,"['hbd', 'bro', 'btc', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'pesta', 'party', 'popper']",positif,2
2203,709,2024,habede ngabğ??¥,habede ngab api,"['habede', 'ngab', 'api']",positif,2
2204,710,2024,happy birthday semoga hartanya unlimited,happy birthday moga harta unlimited,"['happy', 'birthday', 'moga', 'harta', 'unlimited']",positif,10
2205,711,2024,Hbd brai smoga makin menyala2 ya baju dan rambutnya,hbd brai moga nyala ya baju rambut,"['hbd', 'brai', 'moga', 'nyala', 'ya', 'baju', 'rambut']",positif,3
2206,712,2024,hbd kak riccie moga pacarnya nambah 20 lagiğ??¿ğ??ğ?»,hbd kak riccie moga pacar tambah moa lipat tangan warna kulit cerah,"['hbd', 'kak', 'riccie', 'moga', 'pacar', 'tambah', 'moa', 'lipat', 'tangan', 'warna', 'kulit', 'cerah']",positif,4
2207,713,2024,Selamat ya bang,selamat ya bang,"['selamat', 'ya', 'bang']",positif,5
2208,714,2024,"happy birthday koh riccie semoga dipanjangkan umur dan di banyakin pacar nya dan juga folower di ig maupun di tt , yt . YOKLAH KO KASIH TU ANDROIT ATU IPONğ???ğ???",happy birthday koh riccie moga panjang umur banyak pacar nya folower ig t yt yoklah kasih androit ipon wajah kedip wajah kedip,"['happy', 'birthday', 'koh', 'riccie', 'moga', 'panjang', 'umur', 'banyak', 'pacar', 'nya', 'folower', 'ig', 't', 'yt', 'yoklah', 'kasih', 'androit', 'ipon', 'wajah', 'kedip', 'wajah', 'kedip']",positif,14
2209,715,2024,Keren rambutnya,keren rambut,"['keren', 'rambut']",netral,0
2210,717,2024,"Yo happy birthday bray,  semoga dapat ipon",ya happy birthday bray moga ipon,"['ya', 'happy', 'birthday', 'bray', 'moga', 'ipon']",positif,10
2211,718,2024,Gntng bgt,gntng banget,"['gntng', 'banget']",netral,0
2212,719,2024,Suaranya sokkk imutt,suara sok imut,"['suara', 'sok', 'imut']",netral,0
2213,720,2024,Menyala abangku ğ??¥ğ??¥ğ??¥ğ??¥ğ??¥ mau iPhone bg kan udah follow,nyala abang api api api api api iphone bang follow,"['nyala', 'abang', 'api', 'api', 'api', 'api', 'api', 'iphone', 'bang', 'follow']",positif,10
2214,722,2024,Ricci curi pacar nya biken kerim,ricci curi pacar nya biken rim,"['ricci', 'curi', 'pacar', 'nya', 'biken', 'rim']",negatif,-9
2215,723,2024,Jijik kali ya si sarah,jijik kali ya sih sarah,"['jijik', 'kali', 'ya', 'sih', 'sarah']",negatif,-5
2216,727,2024,Dasar sasimoğ???ğ???,dasar sasimo wajah gembira urai air mata wajah gembira urai air mata,"['dasar', 'sasimo', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-2
2217,729,2024,Si landak,sih landak,"['sih', 'landak']",netral,0
2218,730,2024,muka kaya sungukong aj bang,muka kayak sungukong bang,"['muka', 'kayak', 'sungukong', 'bang']",negatif,-3
2219,731,2024,Yang bilang setuju like ğ???,bilang tuju like tunjuk ke arah kanan,"['bilang', 'tuju', 'like', 'tunjuk', 'ke', 'arah', 'kanan']",negatif,-4
2220,732,2024,ngga cocok,cocok,['cocok'],positif,1
2221,733,2024,Anjay cewe ya sok imut padahal kalo sama cowok lain mah ga sok imut,anjay cewek ya sok imut kalo cowok mah sok imut,"['anjay', 'cewek', 'ya', 'sok', 'imut', 'kalo', 'cowok', 'mah', 'sok', 'imut']",negatif,-5
2222,734,2024,ya bgğ??¥ğ??¥ğ??¥,ya bang api api api,"['ya', 'bang', 'api', 'api', 'api']",positif,6
2223,735,2024,Cocok banget bang,cocok banget bang,"['cocok', 'banget', 'bang']",positif,1
2224,736,2024,cocok nya untuk aku,cocok nya,"['cocok', 'nya']",positif,1
2225,737,2024,Cocok baget kalian berdua,cocok banget dua,"['cocok', 'banget', 'dua']",negatif,-1
2226,738,2024,Cocok sampai nikah nggak apa-apağ???,cocok nikah apaapa wajah gembira urai air mata,"['cocok', 'nikah', 'apaapa', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2227,739,2024,Gue salut sama Abang ini ngk pernah baper di hujat,gue salut abang bawa asa hujat,"['gue', 'salut', 'abang', 'bawa', 'asa', 'hujat']",negatif,-6
2228,740,2024,Silandak firaun bisa ayağ???,silandak firaun aya wajah gembira urai air mata,"['silandak', 'firaun', 'aya', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,2
2229,741,2024,Kak ricyy kok gak pacarin Christy jkt48,kak ricy pacarin christy jkt,"['kak', 'ricy', 'pacarin', 'christy', 'jkt']",netral,0
2230,742,2024,Ganteng dari mana lu aj kek kesetrum,ganteng lu kayak setrum,"['ganteng', 'lu', 'kayak', 'setrum']",negatif,-3
2231,744,2024,Lucu sih,lucu sih,"['lucu', 'sih']",positif,1
2232,745,2024,Emng itu sarah violid,sarah violid,"['sarah', 'violid']",netral,0
2233,749,2024,Sekrang dia udah ada pacar lagi kemrin liat gw,pacar kemrin lihat gue,"['pacar', 'kemrin', 'lihat', 'gue']",positif,2
2234,750,2024,"Kak beli proshe aja,atau bantuin X pander yg masuk sowroom ğ???",kak beli proshe bantuin kali pander masuk sowroom wajah gembira urai air mata,"['kak', 'beli', 'proshe', 'bantuin', 'kali', 'pander', 'masuk', 'sowroom', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,1
2235,751,2024,Si anying ngakakğ???,sih anying akak wajah gembira urai air mata,"['sih', 'anying', 'akak', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2236,752,2024,Cantik kak,cantik kak,"['cantik', 'kak']",negatif,-2
2237,753,2024,Teguh suwandi menangis,teguh suwandi menang,"['teguh', 'suwandi', 'menang']",negatif,-1
2238,754,2024,"Gas bng ,jadiin Sarah",gas bang jadi sarah,"['gas', 'bang', 'jadi', 'sarah']",negatif,-5
2239,755,2024,"Dr smua cwe "" yang lu conten bawa bng ,lebih cocok aj Sm Sarah",cewek lu conten bawa bang cocok sarah,"['cewek', 'lu', 'conten', 'bawa', 'bang', 'cocok', 'sarah']",negatif,-1
2240,756,2024,Awğ?? riccienick cocok tuğ???,aw wajah senyum lebar mata hati riccienick cocok wajah gembira urai air mata,"['aw', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'riccienick', 'cocok', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2241,757,2024,Sun gokong berulah lagi,sun gokong ulah,"['sun', 'gokong', 'ulah']",negatif,-6
2242,758,2024,  cocok sih sama sama gilanya,cocok sih gila,"['cocok', 'sih', 'gila']",netral,0
2243,760,2024,  potong mullet bang auto cakepnya nambah ğ???ğ???,potong mullet bang auto cakep tambah angkat tangan wajah gembira urai air mata,"['potong', 'mullet', 'bang', 'auto', 'cakep', 'tambah', 'angkat', 'tangan', 'wajah', 'gembira', 'urai', 'air', 'mata']",positif,8
2244,761,2024,Bang kalo jadi artis film gini jangan terlalu semua cewek di suruh jadi pacar kamu. Like dulu 1 JT. Biar apa biar rame hah,bang kalo artis film cewek suruh pacar like juta biar biar rame hah,"['bang', 'kalo', 'artis', 'film', 'cewek', 'suruh', 'pacar', 'like', 'juta', 'biar', 'biar', 'rame', 'hah']",positif,1
2245,762,2024,Mirip Sarah violet,sarah violet,"['sarah', 'violet']",netral,0
2246,763,2024,Bang  .suwandi senggol bang ğ???,bang suwandi senggol bang wajah gembira urai air mata,"['bang', 'suwandi', 'senggol', 'bang', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2247,764,2024,Kak aku mau jadi pcr mu tapi syaratnya kamu harus beli alam semesta dan surga kan elu kaya,kak pcr mu syarat beli alam semesta surga lu kayak,"['kak', 'pcr', 'mu', 'syarat', 'beli', 'alam', 'semesta', 'surga', 'lu', 'kayak']",negatif,-3
2248,765,2024,Sunnah 4,sunnah,['sunnah'],netral,0
2249,766,2024,Perasaan gw gk prnah ketemu bang   .  Klo ketemu kasih pertanyaan jngn yg susah" ya bang ğ??ğ??ğ??,asa gue ketemu bang kalo ketemu kasih susah ya bang wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia wajah gembira dengan mata bahagia,"['asa', 'gue', 'ketemu', 'bang', 'kalo', 'ketemu', 'kasih', 'susah', 'ya', 'bang', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'wajah', 'gembira', 'dengan', 'mata', 'bahagia']",positif,10
2250,767,2024,Pacaran mulu nikah nya kapan bang?,pacar mulu nikah nya bang,"['pacar', 'mulu', 'nikah', 'nya', 'bang']",negatif,-3
2251,769,2024,Aku ngakak ngeliat komentar ğ?¤£ğ??? apa lagi ada yang bilang ka riccie disuruh jadi artis yang berperan kera sakti,akak komentar tertawa terbahakbahak wajah gembira urai air mata bilang kak riccie suruh artis peran kera sakti,"['akak', 'komentar', 'tertawa', 'terbahakbahak', 'wajah', 'gembira', 'urai', 'air', 'mata', 'bilang', 'kak', 'riccie', 'suruh', 'artis', 'peran', 'kera', 'sakti']",positif,1
2252,770,2024,"Gpp dia bukan Islam, senang2 dulu di dunia ada hari pembalap ini ko",gp islam senangsenang dunia balap,"['gp', 'islam', 'senangsenang', 'dunia', 'balap']",positif,3
2253,771,2024,Rambut nya abis di sengat lebah apa petir ğ???ğ???,rambut nya habis sengat lebah petir wajah gembira urai air mata wajah gembira urai air mata,"['rambut', 'nya', 'habis', 'sengat', 'lebah', 'petir', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-5
2254,772,2024,Cocok sama bule barbie bang .,cocok bule barbie bang,"['cocok', 'bule', 'barbie', 'bang']",positif,1
2255,774,2024,  iya betul,iya,['iya'],netral,0
2256,776,2024,BG pacarin catez,bang pacarin catez,"['bang', 'pacarin', 'catez']",netral,0
2257,777,2024,Mana  .suwandi niğ???,suwandi nih wajah gembira urai air mata,"['suwandi', 'nih', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2258,778,2024,bang brooo  .suwandi,bang bro suwandi,"['bang', 'bro', 'suwandi']",netral,0
2259,779,2024,yoy lu jangan banyak pacar nati susa coloknyağ???,yoy lu pacar nati susa colok wajah gembira urai air mata,"['yoy', 'lu', 'pacar', 'nati', 'susa', 'colok', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-3
2260,780,2024,Ka sarah cutee bgttt,kak sarah cute banget,"['kak', 'sarah', 'cute', 'banget']",positif,4
2261,782,2024,  surganya dia memang di dunia bre,surga dunia bre,"['surga', 'dunia', 'bre']",negatif,-1
2262,783,2024,Tunggu di akhirat bang ada org menanti mu,tunggu akhirat bang orang mu,"['tunggu', 'akhirat', 'bang', 'orang', 'mu']",negatif,-1
2263,784,2024,Sadar konten,sadar konten,"['sadar', 'konten']",positif,1
2264,785,2024,Gak usah sok ganteng minimal sadar diri sadar Rai sadar fisik,sok ganteng minimal sadar sadar rai sadar fisik,"['sok', 'ganteng', 'minimal', 'sadar', 'sadar', 'rai', 'sadar', 'fisik']",netral,0
2265,786,2024,"Sok imut lu,pickme",sok imut lu pickme,"['sok', 'imut', 'lu', 'pickme']",negatif,-1
2266,788,2024,Bang rambut lu Kya sarang gonggo,bang rambut lu kaya sarang gonggo,"['bang', 'rambut', 'lu', 'kaya', 'sarang', 'gonggo']",netral,0
2267,789,2024,Jadiin pacar aja bang,jadi pacar bang,"['jadi', 'pacar', 'bang']",negatif,-2
2268,790,2024,Lebih mending milih Willie dari pada riccienick gak bersyukur,mending pilih willie riccienick syukur,"['mending', 'pilih', 'willie', 'riccienick', 'syukur']",positif,2
2269,791,2024,aa. strs01,a strs,"['a', 'strs']",netral,0
2270,792,2024, .suwandi,suwandi,['suwandi'],netral,0
2271,793,2024,Mintak beli bumi kak,mintak beli bumi kak,"['mintak', 'beli', 'bumi', 'kak']",negatif,-1
2272,795,2024,saya gk di bliin ko starboyyğ??¥ğ??¥ mau juga dong di beliin,bliin starboy api api belikan,"['bliin', 'starboy', 'api', 'api', 'belikan']",positif,3
2273,796,2024,Cock bgt kk,cocok banget,"['cocok', 'banget']",positif,1
2274,797,2024,Bjir lagu nua Pas Bgt,bjir lagu nua pas banget,"['bjir', 'lagu', 'nua', 'pas', 'banget']",positif,5
2275,798,2024, .zimm ğ???ğ???ğ???,zim wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata,"['zim', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-3
2276,799,2024,Bang sekalian aj emak lu lu pacarinnn,bang emak lu lu pacarin,"['bang', 'emak', 'lu', 'lu', 'pacarin']",netral,0
2277,800,2024,Cocokkk kalihhh,cocok kalih,"['cocok', 'kalih']",positif,1
2278,801,2024,Kalo gw jadi Sarah gw udh minta hp segudangğ???,kalo gue sarah gue hp gudang wajah gembira urai air mata,"['kalo', 'gue', 'sarah', 'gue', 'hp', 'gudang', 'wajah', 'gembira', 'urai', 'air', 'mata']",negatif,-1
2279,802,2024,Gue yang jomblo mampu lihat,gue jomblo lihat,"['gue', 'jomblo', 'lihat']",positif,1
2280,803,2024,Ngakak bangetğ?¤£ğ?¤£,akak banget tertawa terbahakbahak tertawa terbahakbahak,"['akak', 'banget', 'tertawa', 'terbahakbahak', 'tertawa', 'terbahakbahak']",positif,10
2281,804,2024,Sultan yang asli cuma perlu 1 cewek,sultan asli cewek,"['sultan', 'asli', 'cewek']",positif,2
2282,805,2024,Itu kalapir nya lelah cuy kalo pacarnya nyampe 100ğ???ğ???ğ???ğ??? canda bang,kalapir nya lelah cuy kalo pacar wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata wajah gembira urai air mata canda bang,"['kalapir', 'nya', 'lelah', 'cuy', 'kalo', 'pacar', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'wajah', 'gembira', 'urai', 'air', 'mata', 'canda', 'bang']",negatif,-7
2283,806,2024,Keren lu begitu?,keren lu,"['keren', 'lu']",netral,0
2284,807,2024,Ayo nikah aja gk sihhhh,ayo nikah sih,"['ayo', 'nikah', 'sih']",positif,3
2285,808,2024,Kak riccie dan sarah cocok amay ğ??ğ??â¤ï¸â¤ï¸,kak riccie sarah cocok amay wajah senyum lebar mata hati wajah senyum lebar mata hati hati merah hati merah,"['kak', 'riccie', 'sarah', 'cocok', 'amay', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'hati', 'merah', 'hati', 'merah']",positif,1
2286,809,2024,di Kristen juga gak boleh punya pacar banyak" bang,kristen pacar bang,"['kristen', 'pacar', 'bang']",negatif,-1
2287,810,2024, .suwandi yg bener aja,suwandi,['suwandi'],netral,0
2288,811,2024,  biarin aja nanti di akhirat dia tau,biar akhirat tau,"['biar', 'akhirat', 'tau']",netral,0
2289,812,2024,Bang tutor rambut kek Goku dong bangğ??ğ??¥ğ???,bang tutor rambut kayak goku bang wajah senyum lebar mata hati api angkat tangan,"['bang', 'tutor', 'rambut', 'kayak', 'goku', 'bang', 'wajah', 'senyum', 'lebar', 'mata', 'hati', 'api', 'angkat', 'tangan']",positif,2
2290,813,2024,Cocok kok,cocok,['cocok'],positif,1
2291,814,2024,Minimal bisa nembak ci shani jkt lah,minimal tembak ci shani jakarta,"['minimal', 'tembak', 'ci', 'shani', 'jakarta']",negatif,-8
2292,815,2024,Beli helikopter bodo beli supera mk4 lama nian g,beli helikopter bodo beli supera mk nian,"['beli', 'helikopter', 'bodo', 'beli', 'supera', 'mk', 'nian']",negatif,-3
